,@type,author.@type,author.image,author.name,author.url,claimReviewed,datePublished,itemReviewed.@type,itemReviewed.author.@type,itemReviewed.author.image,itemReviewed.author.jobTitle,itemReviewed.author.name,itemReviewed.datePublished,itemReviewed.name,reviewRating.@type,reviewRating.alternateName,reviewRating.bestRating,reviewRating.image,reviewRating.ratingValue,reviewRating.worstRating,url
0,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Ocak ayında son 12 yılın en yüksek yolcu trafiği gerçekleşmiş oldu.,2018-02-08,CreativeWork,Person,http://www.dogrulukpayi.comhttps://s3.eu-central-1.amazonaws.com/dogrulukpayi/actor/ahmet-arslan-442.jpg,"Ulaştırma, Denizcilik Ve Haberleşme Bakanı",Ahmet  Arslan,2018-02-09,Anadolu Ajansı Röportajında,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,10,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-arslan/ocak-ayinda-son-12-yilin-en-yuksek-yolcu-trafigi-gerceklesmis-oldu
1,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Asgari ücretle çalışan emekçilerin kahvaltı sofrasındaki ürünlerin çoğunun fiyatı hem enflasyondan hem de asgari ücret artışından daha fazla arttı.,2018-02-08,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/cetin-osman-budak/orig.png,Antalya Milletvekili,Çetin Osman Budak ,2018-02-09,Twitter,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/cetin-osman-budak/asgari-ucretle-calisan-emekcilerin-kahvalti-sofrasindaki-urunlerin-cogunun-fiyati-hem-enflasyondan-hem-de-asgari-ucret-artisindan-daha-fazla-artti
2,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Ailelerin cebinden hastanelere giden para miktarı yüzde 1136 gibi fahiş bir artış gösterdi.,2017-12-18,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/aykut-erdogdu/orig.png,İstanbul Milletvekili,Aykut  Erdoğdu,2017-12-20,Ankara,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/aykut-erdogdu/ailelerin-cebinden-hastanelere-giden-para-miktari-yuzde-1136-gibi-fahis-bir-artis-gosterdi
3,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye’de 24 bin gazeteciden 9 bini işsiz. Türkiye’deki işsizlik rekoru gazetecilik mesleğine ait.,2017-12-16,CreativeWork,Person,http://www.dogrulukpayi.comhttps://s3.eu-central-1.amazonaws.com/dogrulukpayi/actor/utku-cakirozer-948.jpg,CHP Eskişehir Milletvekili,Utku  Çakırözer,2017-12-22,TBMM,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/utku-cakirozer/turkiye-de-24-bin-gazeteciden-9-bini-issiz-turkiye-deki-issizlik-rekoru-gazetecilik-meslegine-ait
4,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Adalet ve Kalkınma Partisi geldiğinde yüzde 52’lerde olan “yargıya güven” endeksi, şu anda yüzde 14’e kadar düştü.",2017-12-21,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ozgur-ozel/orig.png,Manisa Milletvekili,Özgür Özel ,2017-12-22,TBMM,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,0,0,http://www.dogrulukpayi.com/iddia-kontrolu/ozgur-ozel/adalet-ve-kalkinma-partisi-geldiginde-yuzde-52-lerde-olan-yargiya-guven-endeksi-su-anda-yuzde-14-e-kadar-dustu
5,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye’deki spor kulübü sayısı 13 bini geçmesine rağmen gelişmiş ülkelerle kıyaslandığında bu rakam çok düşük.,2017-12-12,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/omer-fethi-gurer/orig.png,Niğde Milletvekili,Ömer Fethi Gürer ,2017-12-20,Ankara,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,10,0,http://www.dogrulukpayi.com/iddia-kontrolu/omer-fethi-gurer/turkiye-deki-spor-kulubu-sayisi-13-bini-gecmesine-ragmen-gelismis-ulkelerle-kiyaslandiginda-bu-rakam-cok-dusuk
6,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Türkiye havacılıkta dünyada 11., Avrupa’da 5. sıraya yükseldi. THY Avrupa’nın 2. büyük şirketi haline geldi.",2017-09-29,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/binali-yildirim/orig.png,Başbakan,Binali Yıldırım ,2017-10-09,Çanakkale,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/binali-yildirim/turkiye-havacilikta-dunyada-11-avrupa-da-5-siraya-yukseldi-thy-avrupa-nin-2-buyuk-sirketi-haline-geldi
7,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,100 gençten 27’si hem okula gitmiyor hem de çalışmıyor.,2017-10-03,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/kemal-kilicdaroglu/orig.png,Genel Başkanı,Kemal  Kılıçdaroğlu,2017-10-09,TBMM,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/kemal-kilicdaroglu/100-gencten-27-si-hem-okula-gitmiyor-hem-de-calismiyor
8,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye Maastricht ile Kopenhag kriterlerini gerçekleştirdi ve birçok AB ülkesinden de iyi konumda.,2017-10-03,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/mevlut-cavusoglu/orig.png,Dışişleri Bakanı,Mevlüt  Çavuşoğlu,2017-10-06,Anadolu Ajansı,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,0,0,http://www.dogrulukpayi.com/iddia-kontrolu/mevlut-cavusoglu/turkiye-maastricht-ile-kopenhag-kriterlerini-gerceklestirdi-ve-bircok-ab-ulkesinden-de-iyi-konumda
9,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye’de cezaevlerinde annesiyle birlikte kalan 6 yaş altındaki çocuk sayısı 594.,2017-10-04,CreativeWork,Person,http://www.dogrulukpayi.comhttps://s3.eu-central-1.amazonaws.com/dogrulukpayi/actor/muslum-dogan-2055493528.jpg,İzmir Milletvekili,Müslüm  Doğan,2017-10-05,Twitter,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,10,0,http://www.dogrulukpayi.com/iddia-kontrolu/muslum-dogan/turkiye-de-cezaevlerinde-annesiyle-birlikte-kalan-6-yas-altindaki-cocuk-sayisi-594
10,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Son 16 yılda cezaevlerinde 3.432 tutuklu ve hükümlü hayatını kaybetti.,2017-11-05,CreativeWork,Person,http://www.dogrulukpayi.comhttps://s3.eu-central-1.amazonaws.com/dogrulukpayi/actor/veli-agbaba-481.jpg,Malatya Milletvekili,Veli  Ağbaba,2017-11-13,TBMM,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/veli-agbaba/son-16-yilda-cezaevlerinde-3-432-tutuklu-ve-hukumlu-hayatini-kaybetti
11,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Buzağı ölümleri ülkemizde yüzde 15 seviyesindedir. Her yıl yaklaşık 500 bin buzağı ölmektedir. Buzağı ölümlerini durdurduğumuzda canlı hayvan ithalatının da kendiliğinden önüne geçilmiş olacak.,2017-11-06,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ismail-ok/orig.png,İyi Parti Balıkesir Milletvekili,İsmail  Ok,2017-11-09,TBMM,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/ismail-ok/buzagi-olumleri-ulkemizde-yuzde-15-seviyesindedir-her-yil-yaklasik-500-bin-buzagi-olmektedir-buzagi-olumlerini-durdurdugumuzda-canli-hayvan-ithalatinin-da-kendiliginden-onune-gecilmis-olacak
12,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Dünya Bankası&#039;nın değerlendirme çalışmasına göre, Türkiye hukukun üstünlüğünde 18 sıra geriye gitti, 209 ülke arasında 108. sırada yer aldı.",2017-12-22,CreativeWork,Person,http://www.dogrulukpayi.comhttps://s3.eu-central-1.amazonaws.com/dogrulukpayi/actor/bihlun-tamayligil-71.jpg,CHP İstanbul Milletvekili,Bihlun  Tamaylıgil,2017-12-27,TBMM,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/bihlun-tamayligil/dunya-bankasi-nin-degerlendirme-calismasina-gore-turkiye-hukukun-ustunlugunde-18-sira-geriye-gitti-209-ulke-arasinda-108-sirada-yer-aldi
13,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye &quot;gini&quot; sıralamasında gittikçe geriye düşüyor.,2017-12-22,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/filiz-kerestecioglu/orig.png,İstanbul Milletvekili,Filiz  Kerestecioğlu,2017-12-27,TBMM,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/filiz-kerestecioglu/turkiye-gini-siralamasinda-gittikce-geriye-dusuyor
14,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Tarımsal ham maddede ithalat, ihracatın 6 katına ulaştı.",2017-06-07,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/orhan-saribal/orig.png,Bursa Milletvekili,Orhan Sarıbal ,2017-06-08,TBMM,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,3,0,http://www.dogrulukpayi.com/iddia-kontrolu/orhan-saribal/tarimsal-ham-maddede-ithalat-ihracatin-6-katina-ulasti
15,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Peki zeytin üretiminde Türkiye&#039;yi dünya ikincisi yapan kim, AK Parti.",2017-06-06,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/binali-yildirim/orig.png,Başbakan,Binali Yıldırım ,2017-06-07,TBMM,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/binali-yildirim/peki-zeytin-uretiminde-turkiye-yi-dunya-ikincisi-yapan-kim-ak
16,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"G-20, OECD standartlarında gelir dağılımını en iyi düzelten, örnek gösterilen bir performans sergiledik.",2015-01-14,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-davutoglu/orig.png,Konya Milletvekili,Ahmet  Davutoğlu,1970-01-01,Ankara,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-davutoglu/g-20-oecd-standartlarinda-gelir-dagilimini-en-iyi-duzelten-ornek
17,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Erdoğan&#039;ın iktidarında 52 milyar dolarlık devlet mülkü satıldı.,2014-08-22,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/faik-oztrak/orig.png,Tekirdağ Milletvekili,Faik  Öztrak,1970-01-01,Ankara,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,10,0,http://www.dogrulukpayi.com/iddia-kontrolu/faik-oztrak/erdogan-in-iktidarinda-52-milyar-dolarlik-devlet-mulku-satildi
18,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,(İsrail’in Gazze saldırısı hakkında) İslam ülkelerinin çoğu susuyor.,2014-07-19,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/recep-tayyip-erdogan/orig.png,Cumhurbaşkanı,Recep Tayyip Erdoğan,1970-01-01,Ordu,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/recep-tayyip-erdogan/israil-in-gazze-saldirisi-hakkinda-islam-ulkelerinin-cogu-susuyor
19,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"2002 yılında ülkemize sadece 1.1 milyar dolar olan doğrudan yabancı yatırım, 2013 yılında 12.9 milyar dolara yükseldi.",2014-12-10,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-davutoglu/orig.png,Konya Milletvekili,Ahmet  Davutoğlu,1970-01-01,T.B.M.M.,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-davutoglu/2002-yilinda-ulkemize-sadece-1-1-milyar-dolar-olan-dogrudan
20,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye nüfusunun en varlıklı yüzde 1’lik kesimi ülkedeki toplam servetin yüzde 38’ini alırken bu oran 2014 yılında yüzde 54’e çıkmıştır.,2014-10-22,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/selin-sayek-boke/orig.png,İzmir Milletvekili,Selin  Sayek Böke,1970-01-01,Röpor,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/selin-sayek-boke/turkiye-nufusunun-en-varlikli-yuzde-1-lik-kesimi-ulkedeki-toplam
21,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,(Türkiye) Yolsuzluk Algılama Endeksi&#039;nde 2003 yılında 133 ülke arasında 77&#039;nci sırada yer alırken 2013 yılında 50&#039;nci sıraya yükselmiştir.,2014-09-01,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-davutoglu/orig.png,Konya Milletvekili,Ahmet  Davutoğlu,1970-01-01,TBMM,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,2,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-davutoglu/turkiye-yolsuzluk-algilama-endeksi-nde-2003-yilinda-133-ulke-arasinda
22,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye’de 329 huzurevi var ve bu kapasitenin yaklaşık 21 bini dolu durumdadır,2014-10-01,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/aysenur-islam/orig.png,Sakarya Milletvekili,Ayşenur  İslam,1970-01-01,Ankara,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,4,0,http://www.dogrulukpayi.com/iddia-kontrolu/aysenur-islam/turkiye-de-329-huzurevi-var-ve-bu-kapasitenin-yaklasik-21
23,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Almanya enerji ihtiyacının yüzde 43’ünü kömürden karşılıyor. Türkiye ise yüzde 28’ini kömürden karşılamakta,2015-01-07,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/taner-yildiz/orig.png,Enerji ve Tabii Kaynaklar Eski Bakanı,Taner  Yıldız,1970-01-01,Ankara,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/taner-yildiz/almanya-enerji-ihtiyacinin-yuzde-43-unu-komurden-karsiliyor-turkiye-ise
24,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"İş kazası oranı AB ülkelerinde yüzbinde 1.8 iken, Türkiye&#039;de bu rakam 15.4&#039;dür.",2014-09-09,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/hasan-oren/orig.png,Manisa Milletvekili,Hasan  Ören,1970-01-01,TBMM,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/hasan-oren/is-kazasi-orani-ab-ulkelerinde-yuzbinde-1-8-iken-turkiye
25,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"2002&#039;de kişi başına dış borç bin 963 dolarken, bugün 5 bin 224 dolar oldu.",2015-01-27,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/kemal-kilicdaroglu/orig.png,Genel Başkanı,Kemal  Kılıçdaroğlu,1970-01-01,CHP TBMM Grup Toplantısı,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/kemal-kilicdaroglu/2002-de-kisi-basina-dis-borc-bin-963-dolarken-bugun
26,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,IŞİD öldürüyor ama işkence yapmıyor.,2014-10-08,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/emrullah-isler/orig.png,Ankara Milletvekili,Emrullah   İşler,1970-01-01,Twit,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/emrullah-isler/isid-olduruyor-ama-iskence-yapmiyor
27,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Bu yılın ilk çeyreğinde büyüme yüzde 4’ün üzerindedir. Avrupa ülkeleri arasında 1’i aşan büyüme olmamıştır.,2014-09-17,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/recep-tayyip-erdogan/orig.png,Cumhurbaşkanı,Recep Tayyip Erdoğan,1970-01-01,Ankara,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/recep-tayyip-erdogan/bu-yilin-ilk-ceyreginde-buyume-yuzde-4-un-uzerindedir-avrupa
28,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Gelişmiş ülkelere bakalım, görüyoruz ki tamamına yakınında başkanlık sistemi var.",2015-01-27,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/recep-tayyip-erdogan/orig.png,Cumhurbaşkanı,Recep Tayyip Erdoğan,1970-01-01,Somali&#039;den Türkiye&#039;ye Dönüşü,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/recep-tayyip-erdogan/gelismis-ulkelere-bakalim-goruyoruz-ki-tamamina-yakininda-baskanlik-sistemi-var
29,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,(İnsani yardımlar konusunda) Türkiye dünyanın en cömert ülkesidir.,2014-09-23,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/recep-tayyip-erdogan/orig.png,Cumhurbaşkanı,Recep Tayyip Erdoğan,1970-01-01,New York,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,10,0,http://www.dogrulukpayi.com/iddia-kontrolu/recep-tayyip-erdogan/insani-yardimlar-konusunda-turkiye-dunyanin-en-comert-ulkesidir
30,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,2013 yılında Türkiye&#039;de otomobil satışları rekor kırdı ve 665 bin otomobil satıldı. 2002&#039;de 91 bin otomobil satılmıştı.,2014-09-17,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/recep-tayyip-erdogan/orig.png,Cumhurbaşkanı,Recep Tayyip Erdoğan,1970-01-01,Ankara,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/recep-tayyip-erdogan/2013-yilinda-turkiye-de-otomobil-satislari-rekor-kirdi-ve-665
31,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,2002 yılında 847 bin kişi kredi kartı borcuna sahip. Haziran 2014 itibariyle 3 milyon 165 bin kişi olmuş. Borçlar 334 Milyar TL’ye çıkmış.,2014-07-01,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/kemal-kilicdaroglu/orig.png,Genel Başkanı,Kemal  Kılıçdaroğlu,1970-01-01,TBMM Parti Grup Toplantısı,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/kemal-kilicdaroglu/2002-yilinda-847-bin-kisi-kredi-karti-borcuna-sahip-haziran
32,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,IMF’ye borç veren bir ülke olduk,2014-08-30,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/nihat-zeybekci/orig.png,Ekonomi Bakanı,Nihat   Zeybekci,1970-01-01,Denizli,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,3,0,http://www.dogrulukpayi.com/iddia-kontrolu/nihat-zeybekci/imf-ye-borc-veren-bir-ulke-olduk
33,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Aile içi şiddet nedeniyle Türkiye&#039;de 170 kadın öldürülmüş, Almanya&#039;da ise 303. Almanya&#039;daki durumu hiç duymuyoruz ama Türkiye&#039;dekini sağır sultan bile duyuyor.",2014-12-31,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/aysenur-islam/orig.png,Sakarya Milletvekili,Ayşenur  İslam,1970-01-01,Ankara,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/aysenur-islam/aile-ici-siddet-nedeniyle-turkiye-de-170-kadin-oldurulmus-almanya
34,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Dünyada kömür üretiminde Almanya 1., Türkiye 28. Son 30 yılda madenlerde ölen işçi sayısı Almanya’da 0, Türkiye’de 1580",2014-10-30,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/sinan-ogan/orig.png,Iğdır Milletvekili,Sinan  Oğan,1970-01-01,Twit,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,3,0,http://www.dogrulukpayi.com/iddia-kontrolu/sinan-ogan/dunyada-komur-uretiminde-almanya-1-turkiye-28-son-30-yilda
35,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye’de yargıya güven önceleri yüzde 60-70’lerdeyken şimdilerde yüzde 20’lerin altına düşmüştür.,2014-11-06,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/abdulhamit-gul/orig.png,Adalet Bakanı,Abdülhamit  Gül,1970-01-01,Bursa,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,6,0,http://www.dogrulukpayi.com/iddia-kontrolu/abdulhamit-gul/turkiye-de-yargiya-guven-onceleri-yuzde-60-70-lerdeyken-simdilerde
36,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,2002’de AKP’den önce 15 bin taşeron çalışıyordu devlet kademelerinde. Bugün 661 bin olmuş.,2014-09-18,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ismail-koncuk/orig.png,Türkiye Kamu Sen ve Türk Eğitim Sen Genel Başkanı,İsmail  Koncuk,1970-01-01,Ankara,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/ismail-koncuk/2002-de-akp-den-once-15-bin-taseron-calisiyordu-devlet
37,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,İzmir vergide merkezî bütçeye 7 verip 1 alıyor.,2014-12-09,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/mustafa-moroglu/orig.png,İzmir Milletvekili,Mustafa  Moroğlu,1970-01-01,T.B.M.M.,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,3,0,http://www.dogrulukpayi.com/iddia-kontrolu/mustafa-moroglu/izmir-vergide-merkezi-butceye-7-verip-1-aliyor
38,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye iş cinayetlerine rekora koşuyor. Sadece Ağustos ayında 158 işçi hayatını yitirdi.,2014-09-07,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/gunay-kubilay/orig.png,Eş Genel Başkan Yardımcısı,Günay Kubilay ,1970-01-01,Yazılı Açıklama,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,6,0,http://www.dogrulukpayi.com/iddia-kontrolu/gunay-kubilay/turkiye-is-cinayetlerine-rekora-kosuyor-sadece-agustos-ayinda-158-isci
