category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
type(Argument 2),,,,,,,,,SimpleArgument #1,SimpleArgument #1,SimpleArgument #2,SimpleArgument #2,SimpleArgument #3,SimpleArgument #3,SimpleArgument #4,SimpleArgument #4,TemporalArgument #1,TemporalArgument #1,TemporalArgument #2,TemporalArgument #2,TemporalArgument #3,TemporalArgument #3,SpatialArgument #1,SpatialArgument #1,SpatialArgument #2,SpatialArgument #2,
datatype,,,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,
16985,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.15707896631366275,,,it,"(29, 31)",just so happens,"(32, 47)",,,,,,,,,,,,,,,,,,,7783
16986,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.9212499880074402,it just happens,"(29, 47)",Monica McLean,"(53, 66)",worked,"(67, 73)",for a Preet Bharara,"(74, 93)",,,,,,,,,,,,,,,,,7783
16987,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.10847027571132584,,,it,"(29, 31)",just happens,"((32, 36), (40, 47))",,,,,,,,,,,,,,,,,,,7783
16988,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.1948871917044894,,,it,"(9, 11)",just turns out,"(12, 26)",,,,,,,,,,,,,,,,,,,7783
17001,"""Senator Lindsey Graham once said that Republicans would ""get destroyed"" if they nominated Donald Trump as their presidential candidate.""",0.6286975466574014,Senator Lindsey Graham said,"(3, 35)",Republicans,"(41, 52)",would get destroyed,"((53, 58), (61, 74))",,,,,,,,,,,,,,,,,,,7789
17002,"""Senator Lindsey Graham once said that Republicans would ""get destroyed"" if they nominated Donald Trump as their presidential candidate.""",0.8766482397291373,,,Senator Lindsey Graham,"(3, 25)",said,"(31, 35)",that Republicans would get destroyed,"(36, 74)",,,,,,,once,"(26, 30)",,,,,,,,,7789
17003,"""Senator Lindsey Graham once said that Republicans would ""get destroyed"" if they nominated Donald Trump as their presidential candidate.""",0.5111392250969647,,,they,"(80, 84)",nominated,"(85, 94)",Donald Trump,"(95, 107)",as their presidential candidate,"(108, 139)",,,,,,,,,,,,,,,7789
17004,"""Senator Lindsey Graham once said that Republicans would ""get destroyed"" if they nominated Donald Trump as their presidential candidate.""",0.930882026918769,,,Republicans,"(41, 52)",get,"(61, 64)",destroyed if they nominated Donald Trump as their presidential candidate,"(65, 139)",,,,,,,,,,,,,,,,,7789
17010,"""The Forest Hill High School band performed a half-time show that depicted police officers being shot.""",0.6781176827319847,a half - time show depicted,"(46, 76)",police officers,"(77, 92)",being shot,"(93, 103)",,,,,,,,,,,,,,,,,,,7792
17011,"""The Forest Hill High School band performed a half-time show that depicted police officers being shot.""",0.8900992049479675,,,a half-time show,"(46, 62)",depicted,"(68, 76)",police officers being shot,"(77, 103)",,,,,,,,,,,,,,,,,7792
17012,"""The Forest Hill High School band performed a half-time show that depicted police officers being shot.""",0.9158840120682884,,,The Forest Hill High School band,"(3, 35)",performed,"(36, 45)",a half-time show that depicted police officers being shot,"(46, 103)",,,,,,,,,,,,,,,,,7792
17054,"""Despite repeatedly claiming that the Yellowstone caldera does not pose a super-eruption risk in our lifetimes, NASA has admitted the threat is real and is working to geoengineer a solution to negate that risk.""",0.7711002770011991,,,NASA,"(118, 122)",has admitted,"(123, 135)",,,,,,,,,,,,,,,,,,,7805
17055,"""Despite repeatedly claiming that the Yellowstone caldera does not pose a super-eruption risk in our lifetimes, NASA has admitted the threat is real and is working to geoengineer a solution to negate that risk.""",0.7702937459410271,NASA has admitted,"(118, 135)",the threat,"(136, 146)",is,"(147, 149)",real,"(150, 154)",,,,,,,,,,,,,,,,,7805
17056,"""Despite repeatedly claiming that the Yellowstone caldera does not pose a super-eruption risk in our lifetimes, NASA has admitted the threat is real and is working to geoengineer a solution to negate that risk.""",0.8982330273114404,,,NASA,"(118, 122)",has admitted,"(123, 135)",the threat is real,"(136, 154)",,,,,,,,,,,,,,,,,7805
17063,"""Judge Brett Kavanaugh once ruled that a teenage immigrant who had been raped must take time to ""think maturely"" before undergoing an abortion.""",0.8634909846294058,Judge Brett Kavanaugh ruled a teenage immigrant who had been raped must take,"(3, 89)",a teenage immigrant who had been raped,"(41, 79)",must take time to think maturely,"((80, 89), (90, 94), (95, 105))",,,,,,,,,before undergoing an abortion,"(117, 146)",,,,,,,,,7809
17064,"""Judge Brett Kavanaugh once ruled that a teenage immigrant who had been raped must take time to ""think maturely"" before undergoing an abortion.""",0.9207857125190114,Judge Brett Kavanaugh ruled,"(3, 35)",a teenage immigrant who had been raped,"(41, 79)",must take,"(80, 89)",time,"(90, 94)",,,,,,,,,,,,,,,,,7809
17065,"""Judge Brett Kavanaugh once ruled that a teenage immigrant who had been raped must take time to ""think maturely"" before undergoing an abortion.""",0.9045038537784852,,,Judge Brett Kavanaugh,"(3, 24)",ruled,"(30, 35)",that a teenage immigrant who had been raped must take time to think maturely before undergoing an abortion,"(36, 146)",,,,,,,once,"(25, 29)",,,,,,,,,7809
17066,"""Judge Brett Kavanaugh once ruled that a teenage immigrant who had been raped must take time to ""think maturely"" before undergoing an abortion.""",0.7181452631261411,,,a teenage immigrant,"(41, 60)",had been raped,"(65, 79)",,,,,,,,,,,,,,,,,,,7809
17075,"""Says Socrates said, ""When the debate is lost, slander becomes the tool of the losers.""""",0.7323734373534755,,,the debate,"(30, 40)",is lost,"(41, 48)",,,,,,,,,,,,,,,,,,,7817
17082,"""Says New Jersey U.S. Rep. Leonard Lance voted repeatedly ""to let insurance companies charge more to people aged 50 and over.""""",0.7130135287477929,,,people,"(109, 115)",aged over,"(116, 125)",,,,,,,,,,,,,,,,,,,7820
17083,"""Says New Jersey U.S. Rep. Leonard Lance voted repeatedly ""to let insurance companies charge more to people aged 50 and over.""""",0.7130135287477929,,,people,"(109, 115)",aged,"(116, 120)",,,,,,,,,,,,,,,,,,,7820
17090,"""“[U.S. Customs and Border Protection] has reunited 522 Unaccompanied Alien Children (UAC) in their custody who were separated from adults as part of the Zero Tolerance initiative. …There is a central database which HHS and DHS can access and update when a parent(s) or minor(s) location information changes….As of June 20th HHS has 2,053 separated minors being cared for in HHS funded facilities.”""",0.9797983787048474,,,minor ( s ) location information changes .... As of June 20th HHS,"(212, 277)",has,"(278, 281)","2,053 separated minors being cared for","(282, 320)",,,,,,,,,,,,,,,,,7822
17091,"""“[U.S. Customs and Border Protection] has reunited 522 Unaccompanied Alien Children (UAC) in their custody who were separated from adults as part of the Zero Tolerance initiative. …There is a central database which HHS and DHS can access and update when a parent(s) or minor(s) location information changes….As of June 20th HHS has 2,053 separated minors being cared for in HHS funded facilities.”""",0.7508836390842847,,,"2,053 separated minors","(282, 304)",being cared,"(305, 316)",,,,,,,,,,,,,,,,,,,7822
17092,"""“[U.S. Customs and Border Protection] has reunited 522 Unaccompanied Alien Children (UAC) in their custody who were separated from adults as part of the Zero Tolerance initiative. …There is a central database which HHS and DHS can access and update when a parent(s) or minor(s) location information changes….As of June 20th HHS has 2,053 separated minors being cared for in HHS funded facilities.”""",0.949080530488034,,,a central database,"(181, 199)",can access,"(210, 220)",DHS,"(206, 209)",,,,,,,,,,,,,,,,,7822
17093,"""“[U.S. Customs and Border Protection] has reunited 522 Unaccompanied Alien Children (UAC) in their custody who were separated from adults as part of the Zero Tolerance initiative. …There is a central database which HHS and DHS can access and update when a parent(s) or minor(s) location information changes….As of June 20th HHS has 2,053 separated minors being cared for in HHS funded facilities.”""",0.949080530488034,,,a central database,"(181, 199)",can access,"(210, 220)",HHS,"(206, 209)",,,,,,,,,,,,,,,,,7822
17114,"""The number of hooves lifted into the air on equestrian statues reveals how the riders died.""",0.6866340513862939,The number of hooves reveals,"(3, 73)",the riders,"(78, 88)",died,"(89, 93)",,,,,,,,,,,,,,,,,,,7834
17115,"""The number of hooves lifted into the air on equestrian statues reveals how the riders died.""",0.8843635634034565,,,The number of hooves,"(3, 23)",reveals,"(66, 73)",how the riders died,"(74, 93)",,,,,,,,,,,,,,,,,7834
17116,"""The number of hooves lifted into the air on equestrian statues reveals how the riders died.""",0.8942434158739456,,,hooves,"(17, 23)",lifted,"(24, 30)",into the air on equestrian statues,"(31, 65)",,,,,,,,,,,,,,,,,7834
17181,"""The <I>Poltergeist</I> film series is ""cursed"" and has seen several strange deaths occur among its cast members.""",0.3412650433160986,,,The < I > Poltergeist,"(6, 27)",is cursed,"((48, 50), (55, 61))",,,,,,,,,,,,,,,,,,,6298
17182,"""The <I>Poltergeist</I> film series is ""cursed"" and has seen several strange deaths occur among its cast members.""",0.3412650433160986,,,The < I > Poltergeist,"(6, 27)",is cursed,"((48, 50), (55, 61))",,,,,,,,,,,,,,,,,,,7871
17185,"""""[Aftab] Pureval’s lobbying firm made millions helping Libya reduce payments owed to families of Americans killed by Libyan terrorism. Selling out Americans? Aftab Pureval can’t be trusted.""""",0.919775969655244,,,Americans,"(101, 110)",killed,"(111, 117)",by Libyan terrorism,"(118, 137)",,,,,,,,,,,,,,,,,7875
17186,"""""[Aftab] Pureval’s lobbying firm made millions helping Libya reduce payments owed to families of Americans killed by Libyan terrorism. Selling out Americans? Aftab Pureval can’t be trusted.""""",0.9105129651916236,,,payments,"(72, 80)",owed,"(81, 85)",to families of Americans,"(86, 110)",,,,,,,,,,,,,,,,,7875
17187,"""""[Aftab] Pureval’s lobbying firm made millions helping Libya reduce payments owed to families of Americans killed by Libyan terrorism. Selling out Americans? Aftab Pureval can’t be trusted.""""",0.9169884650944796,millions helping,"(42, 58)",Libya,"(59, 64)",reduce,"(65, 71)",payments owed to families of Americans,"(72, 110)",,,,,,,,,,,,,,,,,7875
